kalpi,sum,Abeba David,Abeba Lior,Akunis Ofir,Amsalem David,Azbera Goma,Barak Keren,Barkat Nir,Ben Pinhas Yoseg Eyal,Berko Anat,Bitan David,Boker Navah,Cohen Fernand,Davidi Eli,Dichter Avi,Dichter Avital,Edelstein Yuli,Elkin Zeev,Erdan Gilad,Fadida Nissim,Fleishman Zeev,Fridelman Hinda,Galant Yoav,Gamliel Gila,Glick Yehuda,Golan May,Halabi Rafe,Halevi Shosh,Hanegbi Tsahi,Haskel Sharen,Hazah Oren,Hetayev Faisal,Hieb Hassan,Hirshman Nir,Hotoveli Tzipi,Ilgiev Gregory,Kaidaba Samir,Kara Iub,Katz Haim,Katz Israel,Kish Yoav,Koren Nurit,Krinawi Atef,Levin Yariv,Lovovikov Michael,Maharat Gilad,Malka Elad,Mark Osnat,Mazuz Yaron,Moses Heidi,Mula Patin,Mustafa Gihad,Nager Yoel,Nahon Tzofia,Negosa Avraham,Nevuani Osama,Ohana Amir,Parhat Ata,Pasal Moshe,Pinto Jacky,Regev Miri,Saar Gidon,Salah Salah,Sefadi Mendi,Sela Noam,Shitrti Kathy,Shtagman Ayala,Shteinits Yuval,Taya Dima,Vidar Yaakov,Yogev Mot,Yona Elad,Zohar Mickey
104805,840,0,1,35,28,10,15,32,0,5,25,2,0,0,19,2,54,32,39,1,2,1,25,27,6,2,0,0,15,9,9,0,1,3,22,0,5,9,60,48,29,3,0,36,3,0,2,1,7,0,1,0,1,1,12,0,14,0,22,0,49,50,1,0,0,26,2,18,2,1,0,0,15
104806,858,3,1,33,29,15,13,28,0,5,27,2,0,1,25,2,50,39,47,0,1,0,21,27,6,7,1,2,16,4,12,1,1,4,11,0,2,6,66,56,24,3,1,34,1,0,1,3,7,2,0,0,1,3,11,1,18,0,14,1,55,49,2,1,0,24,1,19,2,2,1,0,13
104807,912,1,0,44,36,11,13,30,0,5,34,3,0,0,27,0,56,36,39,0,0,1,25,26,7,3,1,1,22,7,14,1,0,2,13,0,0,8,65,55,30,5,1,38,0,0,0,0,8,0,1,1,1,0,14,0,22,0,18,0,62,58,3,0,0,24,1,17,2,1,0,1,18
104808,876,1,1,35,29,12,15,32,0,7,27,1,0,0,27,2,54,35,43,0,0,2,24,27,8,1,0,1,17,5,10,0,1,3,14,1,1,8,60,48,32,3,0,34,1,1,2,0,6,0,6,0,1,2,14,1,19,0,19,0,56,54,1,1,3,31,2,11,2,1,1,2,18
104809,912,2,2,31,33,6,19,41,0,3,30,5,0,1,21,1,57,31,42,0,1,1,26,30,9,3,0,1,16,7,22,1,0,4,18,3,4,14,55,39,24,4,0,36,5,0,1,0,13,1,1,0,0,3,21,0,14,0,26,2,50,56,0,0,1,33,1,15,2,1,0,3,20
104810,899,4,3,33,30,13,20,45,0,6,26,6,0,1,21,3,56,26,37,1,0,1,20,34,9,3,0,2,23,12,10,0,1,6,13,3,4,9,60,49,23,7,1,27,0,1,2,0,11,3,3,1,1,3,14,1,16,0,23,0,54,55,0,1,1,25,1,21,2,1,0,1,10
104901,1493,3,1,44,28,2,43,72,0,16,16,7,2,7,56,2,72,46,68,0,2,1,70,57,41,10,1,1,47,34,16,2,7,21,45,1,1,24,30,88,52,24,0,90,2,0,7,1,2,2,15,0,1,3,10,1,43,2,2,2,68,66,1,0,10,20,1,40,7,2,1,3,31
104902,1631,5,2,47,32,3,51,75,1,29,19,3,0,8,65,4,93,39,60,0,0,0,67,68,53,3,0,0,56,45,17,0,6,26,50,1,0,26,44,83,50,24,1,79,4,0,16,3,5,2,20,0,1,3,16,1,43,2,5,3,63,84,1,1,3,20,0,56,7,5,2,3,27
104903,1462,3,2,43,27,2,38,69,2,27,26,8,1,4,53,9,82,47,61,0,0,1,53,56,44,8,0,2,42,41,16,2,5,20,53,1,1,28,33,27,57,19,1,83,3,0,12,3,10,2,13,0,0,2,13,0,49,3,3,1,66,61,1,1,7,15,1,44,10,3,2,3,37
104904,1632,3,2,41,28,2,42,76,0,26,26,8,0,5,63,5,88,61,63,1,0,0,64,58,44,9,1,2,48,39,24,2,10,22,51,0,4,23,34,78,52,27,2,84,7,1,14,6,8,2,17,1,0,0,14,1,44,3,8,4,62,83,2,0,4,20,3,52,5,4,2,4,43
104905,1536,2,1,34,28,1,51,74,1,18,19,9,1,3,52,5,82,38,66,1,1,3,61,57,60,7,2,2,57,48,16,2,4,31,34,0,2,19,43,78,36,30,1,65,2,3,11,4,4,2,25,1,2,1,14,2,45,4,10,2,65,69,3,2,3,22,3,56,4,2,2,2,26
104906,1501,5,1,35,24,2,46,80,1,25,14,5,0,7,48,6,86,50,46,0,0,1,58,52,51,10,2,1,46,50,17,1,8,30,42,1,0,24,28,83,32,31,0,76,1,2,13,3,5,4,23,0,1,5,13,0,46,2,3,1,53,80,0,1,9,20,1,57,3,2,1,1,26
104907,1441,4,1,42,22,1,39,73,1,19,14,2,1,4,52,3,81,48,53,1,1,0,64,55,48,9,2,0,50,45,12,0,5,27,48,0,0,21,24,78,48,28,2,72,4,0,17,0,0,4,24,1,0,6,16,2,40,1,4,3,53,60,0,1,7,10,0,53,6,0,1,2,26
105001,1048,2,3,25,40,16,31,50,2,9,52,7,1,7,34,1,36,27,52,0,1,0,52,37,9,5,0,1,32,11,10,1,1,2,20,1,0,14,49,61,19,11,2,45,0,4,2,1,6,1,3,0,1,1,7,1,23,4,15,1,64,38,1,1,0,18,2,38,2,1,1,3,30
105002,1222,1,0,36,37,13,32,70,0,14,49,4,1,9,41,3,51,22,61,1,1,1,59,29,10,9,1,0,47,9,24,0,0,2,17,1,0,32,58,63,37,8,0,53,2,0,0,5,13,0,0,1,2,0,3,0,35,5,7,1,57,51,1,0,3,42,0,27,2,2,1,7,49
105003,1053,1,2,25,40,15,28,51,1,6,48,3,0,7,31,7,42,26,56,0,1,0,55,38,11,6,0,0,43,9,13,0,0,1,15,0,1,21,48,60,21,15,0,44,1,1,0,2,9,0,0,0,0,0,2,0,28,6,7,1,61,41,0,0,1,21,0,34,0,0,0,9,38
105004,1152,3,2,25,39,18,50,49,0,4,51,5,0,13,39,2,36,14,58,2,0,0,46,41,16,5,1,0,29,9,24,2,1,1,19,0,0,19,53,74,22,15,1,53,0,1,3,2,8,0,0,0,1,1,2,0,36,12,16,0,74,41,0,0,3,20,0,38,2,4,1,13,33
105005,1020,2,3,30,38,13,29,53,0,12,45,5,0,8,33,4,36,23,47,0,0,1,50,32,15,8,0,0,32,7,22,0,0,2,20,0,2,18,39,55,17,11,0,34,1,0,0,2,11,0,1,0,1,0,4,1,26,5,10,3,65,38,0,2,1,30,2,27,3,2,2,7,30
105006,1040,0,1,23,39,9,40,46,0,11,54,2,0,11,35,4,35,21,55,1,0,1,48,36,13,2,1,2,31,8,16,0,0,2,24,0,0,18,48,75,15,15,1,47,0,2,0,3,7,0,3,0,0,0,1,1,27,9,6,0,64,32,0,0,0,16,0,33,2,0,1,9,34
105007,1089,3,2,27,41,15,30,47,2,12,45,7,0,8,25,5,42,26,59,0,2,0,47,35,14,10,1,1,34,9,20,1,0,4,24,0,1,23,44,70,20,13,0,45,2,0,1,2,15,0,1,1,0,1,2,1,31,6,9,0,64,36,0,0,0,25,0,26,3,1,0,7,41
105008,1090,2,0,19,43,14,26,55,1,7,56,5,0,6,30,2,43,20,59,2,2,2,58,34,13,3,1,0,34,5,22,1,0,2,28,2,2,22,54,70,21,5,1,41,1,0,0,1,8,1,0,1,1,1,2,2,22,6,16,2,66,44,2,1,1,23,1,31,1,1,2,7,33
105101,1127,2,1,16,42,7,32,49,1,7,40,7,1,4,33,3,57,18,44,0,2,1,25,29,20,6,0,1,23,23,28,1,0,10,33,1,2,12,69,61,26,14,0,20,2,3,5,4,24,1,8,0,1,0,21,2,17,1,35,0,59,59,1,1,2,41,2,31,4,3,3,5,21
105102,1128,4,1,12,44,4,30,51,3,8,41,6,0,1,27,9,66,18,49,1,5,2,23,23,15,4,1,0,21,27,25,1,0,11,28,1,5,10,76,55,31,15,1,17,0,0,1,3,21,1,9,0,1,2,25,0,16,2,33,2,59,74,1,2,1,47,1,27,2,2,3,3,18
105103,1252,2,4,19,48,1,35,51,0,11,51,12,0,3,33,5,67,27,64,1,1,3,23,24,22,6,1,0,21,26,29,1,0,13,31,1,8,22,77,55,40,16,1,25,1,3,2,1,16,2,7,0,0,3,25,0,23,2,40,0,57,74,0,0,2,44,2,25,6,1,4,4,28
105104,1164,0,1,26,50,2,34,49,1,7,50,11,0,3,31,5,64,27,52,2,2,1,27,18,14,6,1,0,18,18,24,1,0,9,29,2,5,18,71,52,32,12,0,21,2,1,1,0,15,0,7,0,1,1,29,0,20,2,39,1,68,70,0,0,1,49,2,31,2,1,3,1,21
105105,1152,4,2,25,43,4,25,46,1,10,45,10,0,0,35,2,62,25,58,0,3,0,25,29,10,5,0,0,20,21,25,0,1,4,32,0,7,13,72,53,40,7,0,26,0,1,3,2,13,1,5,1,1,2,31,0,18,0,40,0,58,75,3,0,1,46,1,27,4,1,3,2,23
105106,1056,4,5,14,38,1,31,39,1,9,38,10,0,1,33,7,65,21,38,0,1,0,26,20,17,3,0,1,17,23,19,2,4,14,26,0,8,9,69,46,33,12,0,21,0,4,1,2,9,2,11,1,1,1,27,1,13,1,40,0,51,74,1,1,0,40,1,25,2,1,0,1,19
105107,1212,16,2,24,48,3,37,52,0,9,50,9,0,2,29,4,65,20,52,0,0,1,28,21,16,1,0,3,21,27,22,0,0,11,30,2,8,10,76,54,40,17,0,14,2,0,3,5,20,1,13,1,0,0,32,0,13,0,47,0,66,78,0,1,0,52,0,26,1,0,5,3,19
105108,1081,1,0,22,37,1,18,48,0,12,38,3,0,2,36,5,65,27,45,0,0,1,25,26,16,9,0,0,19,20,24,1,1,9,27,2,3,9,64,46,38,16,2,22,6,0,1,3,14,1,5,0,1,5,25,5,17,1,35,2,52,69,0,0,1,42,3,24,3,3,2,2,19
105109,1113,2,4,23,39,3,20,50,1,15,37,11,0,1,27,10,64,27,51,0,0,1,26,30,16,5,1,2,21,21,22,1,0,7,26,4,8,13,62,49,30,10,1,28,1,1,3,2,12,3,8,1,1,1,25,1,20,2,31,3,54,69,0,0,1,39,5,24,1,11,3,4,18
105110,1140,3,0,18,41,1,30,51,0,9,50,11,0,0,28,2,72,21,40,0,3,0,25,24,15,2,0,1,20,29,21,2,0,15,21,4,9,17,74,57,38,14,2,22,4,0,2,1,13,3,12,0,1,1,21,1,16,2,44,0,60,73,0,0,0,42,1,25,2,1,2,2,19
105111,1128,4,3,21,41,0,27,43,0,13,47,16,0,0,32,12,69,23,45,0,1,2,18,24,16,3,0,1,19,19,20,0,3,7,23,1,10,14,74,54,41,9,0,15,1,1,6,4,14,3,5,2,1,2,25,1,16,2,37,1,58,80,2,1,0,47,3,22,2,1,3,2,16
105112,1164,2,1,17,51,1,33,59,0,8,46,8,0,4,25,7,70,25,51,0,1,0,24,27,16,7,1,0,22,21,21,0,0,10,30,0,3,14,69,57,37,13,0,21,1,0,0,4,15,0,9,0,1,0,27,0,24,1,37,3,62,72,1,1,0,48,2,22,4,3,2,3,20
105201,1540,1,1,55,19,0,35,80,1,30,24,11,0,6,61,5,82,34,59,0,0,0,59,66,52,7,0,0,72,68,10,0,0,34,28,0,0,25,12,82,53,44,2,61,3,2,7,1,3,1,29,2,19,2,2,0,56,1,3,0,50,70,0,0,5,6,0,62,4,4,13,1,15
105202,1688,1,1,56,26,1,31,90,0,40,27,18,1,8,72,6,83,34,53,1,2,1,57,78,49,7,1,1,78,68,13,1,0,39,40,0,0,31,22,83,51,60,0,54,3,0,15,4,1,2,29,5,16,4,2,2,61,3,1,2,54,77,1,0,4,7,5,69,6,4,11,3,12
105203,1603,5,2,51,27,0,41,91,0,15,28,15,0,6,59,1,115,27,48,0,3,0,50,74,58,2,1,1,69,73,16,0,0,46,26,1,0,21,12,77,50,51,1,54,1,1,10,7,0,3,43,7,16,3,3,0,39,3,4,0,42,77,2,0,4,12,4,68,9,1,9,0,18
105204,1995,5,2,57,38,1,45,103,0,36,42,18,1,7,88,1,97,36,54,1,1,0,60,75,68,14,2,0,85,82,19,0,1,48,43,1,1,45,17,94,70,57,2,67,2,2,18,9,5,0,39,4,16,3,10,3,78,2,6,2,65,97,0,2,5,14,4,69,10,4,17,0,25
105301,1785,7,1,43,27,4,41,89,0,22,30,7,1,19,60,5,84,29,64,0,1,0,42,78,60,8,2,0,73,68,16,2,1,45,47,0,1,25,23,95,49,79,0,53,3,3,12,3,4,4,34,7,5,0,7,1,66,4,7,1,61,72,2,0,18,9,3,81,7,5,46,4,15
105302,2077,3,4,28,23,2,47,97,0,26,19,10,1,21,68,11,108,40,68,0,2,0,62,94,78,8,2,0,100,83,21,1,1,61,45,1,3,39,28,115,52,88,1,55,2,4,13,10,7,5,45,6,6,1,11,5,65,3,2,1,65,88,2,0,16,12,4,98,15,6,47,5,17
105303,1904,7,3,54,24,0,51,101,0,27,20,7,1,10,58,5,97,38,60,1,2,0,49,80,67,10,1,0,92,87,12,0,1,66,32,0,0,29,12,100,51,85,0,64,6,5,23,5,3,1,46,3,9,2,3,3,69,1,2,0,48,73,0,0,11,11,1,102,11,5,38,7,12
105304,1976,5,1,46,19,1,43,105,0,31,23,10,1,12,70,7,105,37,64,0,1,1,62,83,60,7,1,0,88,88,19,0,0,57,52,0,0,35,20,97,53,83,0,58,6,7,19,5,3,4,39,8,8,2,7,1,64,1,5,0,55,95,2,2,10,13,2,87,8,8,44,8,18
105305,1755,4,1,44,29,1,30,89,0,26,21,5,1,10,79,6,88,37,69,1,2,0,57,71,52,13,1,0,79,59,19,1,1,44,45,1,0,39,19,94,43,66,0,56,2,6,11,4,2,6,32,3,5,3,7,1,53,2,7,0,58,74,1,3,10,13,2,77,3,6,40,2,19
105401,2087,6,1,58,28,3,54,98,0,37,23,13,0,17,67,8,109,55,58,0,2,3,69,76,68,14,0,0,88,91,19,1,0,51,51,2,0,31,27,122,55,75,0,74,4,3,20,8,2,5,49,6,16,1,8,1,71,0,4,1,58,80,1,18,2,20,0,96,13,3,23,7,13
105402,2075,4,0,56,23,2,46,109,0,37,24,12,0,10,70,7,100,55,63,0,3,0,63,79,74,21,2,0,76,88,22,2,2,52,66,1,3,42,23,107,60,69,1,68,7,0,16,4,2,5,48,3,12,2,9,3,71,2,5,1,59,90,2,13,1,23,2,92,12,3,15,7,24
105403,2159,7,4,76,26,1,52,108,1,37,34,9,1,10,83,10,110,60,64,0,5,3,82,76,64,11,2,1,75,99,17,1,1,50,75,0,3,40,28,97,58,70,0,79,10,1,19,3,2,6,44,1,10,2,8,2,71,1,1,1,59,98,0,8,4,24,3,101,8,1,17,10,14
105404,2171,10,6,66,30,2,50,122,0,33,22,10,2,15,68,13,106,75,62,1,2,2,78,78,79,21,1,0,78,101,22,1,1,53,53,0,0,26,27,106,64,64,1,73,6,1,18,4,4,2,44,3,14,2,10,4,81,2,5,0,52,80,5,15,4,17,5,103,12,2,17,6,29
105405,2183,8,3,49,29,4,62,111,1,34,20,15,1,16,61,5,118,65,65,0,2,1,58,86,96,18,0,1,83,101,17,1,1,57,53,1,0,40,30,115,58,78,2,63,4,3,23,5,5,6,54,3,12,1,8,8,69,4,3,0,54,95,4,17,7,16,6,106,3,4,18,1,15
105501,1694,1,0,27,63,1,22,71,0,24,62,56,0,1,87,3,97,48,41,1,0,0,89,90,25,7,1,0,50,36,16,1,1,23,61,0,0,27,59,55,33,38,0,35,0,0,4,8,4,5,23,17,2,3,1,3,39,9,51,0,56,58,0,0,1,7,0,39,4,2,47,0,59
105502,1627,1,0,32,58,1,18,59,0,16,67,48,1,3,88,8,91,53,51,0,0,1,86,89,25,10,0,1,39,34,20,1,1,18,62,1,0,20,46,49,40,27,2,44,1,1,2,6,6,3,13,6,0,1,9,3,41,5,45,0,49,73,1,1,1,9,3,41,2,2,35,2,55
105601,908,4,1,34,28,1,7,43,0,6,20,8,3,2,27,3,51,36,45,0,4,3,25,47,15,7,0,2,47,15,11,0,1,12,27,2,1,17,30,34,17,14,1,45,5,2,1,6,3,0,5,4,0,2,10,10,11,1,10,1,30,43,0,0,1,9,2,32,0,2,4,1,17
105602,1260,1,1,52,33,1,10,62,0,14,23,13,0,1,35,2,72,65,86,0,2,0,40,55,10,11,1,0,66,33,19,0,2,13,45,0,1,30,36,53,22,10,0,56,8,5,6,8,5,0,3,4,0,3,1,10,33,0,16,1,41,60,0,1,1,10,1,36,5,1,4,0,21
105603,1153,0,0,46,29,0,8,61,0,11,30,9,1,1,36,2,62,48,69,0,6,0,40,56,18,12,2,0,55,20,13,2,1,12,30,0,0,21,34,42,25,11,1,59,8,3,5,10,4,0,4,5,0,0,10,8,36,2,5,0,43,55,1,0,2,12,0,31,3,1,6,1,25
105604,1746,6,2,77,62,1,14,83,0,14,55,11,0,3,50,8,94,80,92,2,5,2,67,92,21,12,1,0,82,27,19,0,2,17,54,1,4,37,63,68,39,19,0,84,8,4,8,10,5,1,13,3,1,4,8,8,39,2,13,1,64,79,1,0,2,15,2,42,4,4,4,2,29
105605,908,2,0,40,24,1,4,49,0,10,24,6,0,1,28,4,43,41,57,0,0,2,31,46,10,12,1,0,43,14,13,0,1,13,28,0,0,21,27,30,27,7,0,48,7,2,3,8,0,1,2,2,0,1,2,9,23,2,9,0,32,44,0,0,2,10,0,24,1,2,0,0,14
105606,1024,1,0,43,26,0,10,56,0,12,23,9,0,2,27,4,51,46,58,1,3,1,35,51,16,13,1,0,45,17,17,0,0,11,30,1,0,21,27,40,21,9,0,52,6,3,7,7,2,1,5,3,0,0,4,10,31,1,8,0,31,52,1,0,2,8,2,27,7,1,4,2,19
105607,1055,2,0,47,31,1,10,47,0,8,30,12,0,1,24,2,59,50,53,2,4,1,31,59,10,14,0,0,45,15,19,0,0,13,36,0,1,18,37,41,21,7,1,49,9,3,7,9,4,0,3,0,2,1,5,9,28,1,7,0,42,47,0,0,4,8,0,29,3,2,3,2,26
105608,956,4,2,36,30,0,14,52,0,7,31,9,2,1,23,5,54,46,49,0,2,2,26,49,14,12,0,0,50,18,15,0,1,16,22,1,1,15,41,38,22,10,0,42,5,4,2,7,3,0,11,0,1,2,6,6,18,1,9,0,31,40,0,0,0,4,1,22,2,0,3,0,16
105609,1210,5,2,47,33,1,8,61,0,10,31,13,2,0,29,5,62,59,67,0,10,1,42,58,14,14,0,0,58,18,14,0,0,14,35,1,2,25,43,44,29,14,1,59,7,1,3,8,8,1,12,2,0,3,9,9,25,5,6,0,42,59,1,0,3,12,2,35,2,1,3,0,20
105610,1174,2,4,44,34,1,10,61,0,11,30,15,1,1,37,2,68,57,63,1,5,4,38,55,17,9,0,0,47,26,14,0,1,9,33,2,0,18,40,42,33,9,1,54,5,3,9,8,1,3,6,1,0,0,10,5,20,2,10,2,46,66,0,0,0,11,2,32,4,1,2,1,25
105611,1440,7,3,53,41,0,14,66,0,14,35,21,2,0,45,4,68,54,76,1,4,1,51,64,18,17,0,1,69,26,19,0,2,22,44,1,2,24,42,64,34,20,0,61,14,1,8,13,6,3,10,2,1,2,10,14,32,0,10,2,55,62,1,0,2,21,2,39,7,4,6,0,23
105612,1219,1,1,51,33,0,5,57,0,12,30,13,0,0,29,2,65,62,74,1,3,1,41,60,13,13,2,0,59,14,17,1,0,15,46,0,2,16,47,50,22,11,1,67,13,3,2,10,5,1,6,3,1,0,4,10,21,1,12,0,49,65,0,0,2,11,1,31,0,1,6,1,23
105613,1757,3,0,75,48,1,12,87,1,24,40,17,1,1,55,4,87,74,95,0,4,1,62,93,23,20,0,0,76,27,19,0,0,21,56,0,3,37,51,65,47,18,1,86,12,5,7,16,4,2,10,5,3,3,9,15,45,1,18,1,66,88,0,0,2,17,1,44,5,2,4,4,33
105614,1330,7,2,48,34,1,5,67,1,18,25,10,1,1,42,2,68,74,80,1,6,2,43,72,20,16,0,0,60,15,20,2,0,18,41,0,1,21,41,56,29,8,0,69,13,1,3,13,4,0,6,2,2,0,9,16,31,2,5,0,45,66,0,1,3,11,2,34,2,1,6,1,24
105701,2354,6,4,64,23,1,79,138,0,24,23,23,0,23,73,5,145,46,96,0,1,0,84,126,67,31,3,3,105,92,13,1,23,62,64,1,0,34,25,141,55,76,2,84,5,0,12,6,1,3,57,8,1,0,5,2,55,3,6,0,51,103,1,0,5,18,5,81,11,2,18,5,24
105702,2220,6,5,53,29,0,92,136,0,20,24,15,0,15,51,7,139,35,72,2,1,0,62,119,95,23,3,2,94,106,22,2,16,83,63,0,0,21,28,123,45,80,1,60,3,0,11,3,4,5,79,3,0,0,6,1,46,4,7,1,49,95,1,2,2,15,2,93,7,3,7,1,20
105801,1377,0,1,48,21,1,2,53,0,13,15,10,0,1,34,2,73,74,68,0,1,0,67,27,23,18,0,0,16,28,26,0,4,2,77,2,0,34,32,60,62,12,0,87,20,0,12,4,5,0,1,0,1,5,3,2,54,7,5,0,66,64,0,2,10,30,0,27,6,3,1,0,55
105802,1183,1,2,34,11,0,4,42,0,12,6,5,0,1,33,5,60,70,47,0,2,0,37,26,26,15,1,1,11,40,31,0,0,2,67,1,0,22,29,59,52,11,0,78,15,0,10,2,1,0,3,0,2,9,1,0,40,7,6,0,64,51,0,2,16,35,2,26,3,0,0,0,44
105901,2293,6,4,71,16,1,76,145,0,38,18,3,1,10,71,2,145,50,62,2,1,1,59,108,90,5,0,0,109,115,19,1,1,78,60,0,0,45,21,119,57,79,3,75,6,0,18,2,1,8,63,6,13,4,4,3,69,2,0,1,38,103,1,1,10,24,2,104,10,3,11,1,18
105902,1986,8,3,55,17,0,74,123,0,34,12,6,0,9,56,8,121,50,49,1,1,0,55,85,78,11,0,1,99,95,9,1,2,67,66,1,2,42,10,103,48,74,3,57,2,1,16,6,1,5,57,4,9,2,6,2,58,0,0,3,36,82,1,0,7,17,2,97,10,2,7,3,14
106001,1969,2,2,68,28,1,43,118,0,37,29,13,3,9,72,5,55,64,72,0,1,0,63,87,70,9,0,1,81,71,28,0,1,42,66,0,1,45,30,96,52,62,1,57,4,0,17,1,11,2,37,2,10,2,6,2,51,3,9,0,54,89,1,7,7,17,2,96,5,5,15,4,25
106002,1911,1,2,58,21,0,38,110,0,26,31,14,1,12,68,7,94,63,49,0,0,1,51,86,66,12,0,2,72,73,24,0,1,46,59,1,1,44,21,88,56,59,1,53,6,0,21,3,11,2,31,2,13,1,4,1,57,5,4,1,52,89,3,10,7,18,4,92,14,3,21,0,24
106003,1874,3,6,48,21,3,46,95,1,33,22,14,1,15,78,3,93,57,57,2,2,1,53,91,65,9,1,1,77,64,18,1,1,47,70,2,1,34,25,94,39,55,1,54,3,2,17,3,17,2,36,0,19,1,8,3,43,3,10,1,51,80,0,13,8,12,3,88,6,2,20,1,18
106004,2024,7,4,62,39,3,40,102,0,45,23,19,1,21,81,5,112,54,63,0,0,1,47,90,76,7,1,0,80,65,26,0,0,44,69,2,3,40,30,102,49,50,0,55,4,1,21,4,24,3,34,0,19,0,7,0,45,4,10,0,47,77,1,20,10,14,5,97,12,3,24,1,19
106101,2449,2,1,81,26,1,61,33,0,2,6,11,7,12,106,13,65,22,134,0,0,0,43,118,0,2,27,0,145,54,0,205,5,24,35,0,51,22,137,122,6,0,0,71,0,0,1,1,128,0,53,52,0,1,2,40,1,16,26,0,147,88,30,16,0,49,0,52,0,0,20,3,73
106102,2428,0,0,138,7,0,52,21,0,2,6,4,6,8,158,7,40,9,186,0,0,0,10,176,0,2,5,0,172,62,0,202,0,19,82,0,14,3,155,99,2,0,0,50,0,0,0,0,167,0,12,18,1,0,0,23,0,4,15,0,178,45,10,3,0,28,0,129,0,0,6,3,89
106201,622,1,0,8,1,1,5,33,0,34,4,24,0,33,38,2,11,10,10,0,0,0,31,25,31,0,1,0,19,18,3,2,49,1,11,0,0,22,6,18,4,6,1,14,1,0,0,0,26,0,3,4,0,0,1,0,1,2,1,0,14,32,4,1,3,1,0,16,0,0,2,2,31
106301,1517,1,0,52,67,0,4,12,0,11,28,30,2,18,24,1,65,59,101,0,14,0,50,90,2,1,3,2,99,22,32,2,0,5,30,0,4,17,60,62,25,3,0,50,1,0,1,2,1,0,9,4,0,1,1,109,22,11,39,6,65,45,8,0,2,30,0,41,0,10,2,38,21
106302,1340,0,0,35,62,1,4,11,0,6,12,31,0,14,22,0,56,48,85,0,17,0,45,77,4,0,2,0,89,23,24,0,0,5,37,0,2,18,56,50,24,5,0,38,1,1,0,1,2,0,8,3,1,0,1,99,20,11,39,4,56,41,9,1,1,25,2,33,0,11,3,42,22
106401,982,2,0,5,14,0,5,12,0,7,3,13,1,1,25,2,64,7,62,2,0,2,15,16,4,1,13,1,19,13,5,9,1,4,3,0,6,64,24,46,8,2,0,25,2,0,32,30,10,1,42,6,4,4,3,38,18,64,2,0,49,43,13,6,27,16,0,14,2,29,3,3,15
106402,926,2,1,4,22,1,1,13,0,9,2,15,1,1,28,2,55,8,61,1,0,0,13,18,1,1,10,0,21,11,1,9,2,2,4,0,11,61,33,46,4,1,0,21,0,0,29,23,9,1,33,8,4,1,4,29,17,65,4,0,48,46,10,3,27,23,0,9,2,24,2,1,7
106501,948,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,79,0,0,0,79,79,0,0,0,0,79,0,0,0,79,0,0,0,0,79,0,0,79,0,0,79,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
106502,996,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,83,0,0,0,83,83,0,0,0,0,83,0,0,0,83,0,0,0,0,83,0,0,83,0,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0
106601,2119,1,1,89,29,2,134,18,2,2,36,28,0,30,32,4,127,41,98,0,0,1,98,50,7,0,4,1,49,51,13,1,0,140,22,0,2,70,35,33,3,10,0,36,0,0,0,24,48,0,164,5,3,27,91,6,9,2,17,1,87,128,22,5,17,17,0,29,1,1,10,25,80
106602,2223,1,2,98,31,2,160,13,4,3,44,22,1,25,26,6,135,54,127,0,0,0,116,68,8,2,3,0,66,62,7,1,2,160,16,2,0,71,42,38,1,4,0,37,0,2,0,24,43,2,143,1,1,13,89,1,13,0,10,0,93,139,24,3,9,14,1,18,0,0,5,27,88
106603,2420,3,4,89,41,4,154,30,2,9,44,27,0,40,27,4,136,37,120,0,1,0,108,54,4,2,1,1,55,82,8,1,0,167,39,1,2,78,42,50,5,1,0,34,0,1,2,22,47,2,136,0,3,21,115,4,15,2,28,2,95,161,19,7,33,16,2,47,1,2,5,26,99
106604,2622,2,5,123,43,3,174,23,6,2,54,20,2,37,18,8,151,38,126,1,0,1,134,55,2,2,3,1,62,61,10,5,0,177,25,0,0,102,46,43,4,11,1,39,3,0,0,29,43,0,211,1,6,22,110,8,16,3,23,1,112,165,16,4,24,11,1,45,0,2,7,31,108
106605,2433,0,1,83,59,3,140,26,4,5,56,27,0,40,19,8,112,44,102,1,0,1,115,71,1,3,1,0,83,88,7,2,3,148,21,1,1,68,64,52,7,3,1,44,1,0,0,36,59,1,194,3,4,24,86,6,25,1,17,1,105,138,15,0,18,12,2,43,2,2,7,37,79
106606,2618,1,1,111,49,1,178,22,3,8,54,30,0,58,33,4,133,42,120,0,0,0,114,54,1,0,3,0,61,82,11,1,1,175,36,1,0,79,47,42,7,7,3,50,0,0,0,36,47,0,213,13,1,33,109,3,13,2,27,0,96,148,22,2,25,25,3,45,0,1,4,35,92
106701,4184,0,0,3,215,0,2,0,0,1,247,1,0,4,1,0,143,110,300,0,0,1,284,184,0,64,1,0,102,1,64,185,0,1,2,0,113,281,244,72,0,1,0,281,0,0,1,0,78,1,280,137,0,0,1,96,69,2,0,0,220,2,39,25,63,48,0,102,0,0,0,0,112
